date,budgetYear,description,amountUSD,srcOrganization,srcOrganizationTypes,srcLocations,srcUsageYearStart,srcUsageYearEnd,destPlan,destPlanCode,destPlanId,destOrganization,destOrganizationTypes,destGlobalClusters,destLocations,destProject,destProjectCode,destEmergency,destUsageYearStart,destUsageYearEnd,contributionType,flowType,method,boundary,onBoundary,status,firstReportedDate,decisionDate,keywords,originalAmount,originalCurrency,exchangeRate,id,refCode,createdAt,updatedAt
2025-09-25,,UNHCR Humanitarian Partnership Framework Agreement 2022-2026,42281673,"Denmark, Government of",Governments,DNK,2026,2026,,,,United Nations High Commissioner for Refugees,Multilateral Organizations,,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,pledge,2025-06-23,,,275000000,DKK,6.504,362528,2022 - 11701,2025-09-25,2025-09-25
2025-09-25,,"The objective of Denmark’s support for UNHCR is to address needs in forced displacement contexts and thereby contributing to the achievement of Agenda 2030’s commitment to “leave no one behind” and in particular Sustainable Development Goals (SDG) 1, 5, 10 and 161, as well as the main priorities of Denmark’s strategy for development cooperation, The World We Share, relating to poverty, fragility, conflict and creating viable alternatives to forced displacement and irregular migration. It also supports Danish government’s ambition for a fair and humane asylum system within international law by focusing in protection and self-reliance for refugees thus helping refugees in humanitarian settings and areas bordering conflict.",37873050,"Denmark, Government of",Governments,DNK,2026,2026,,,,United Nations High Commissioner for Refugees,Multilateral Organizations,,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,pledge,2025-06-23,,,250000000,DKK,6.601,362530,2022 - 12740,2025-09-25,2025-12-02
2025-09-25,2025,"The overall objective is to support ICRC country operations in humanitarian emergencies as well as maximizing effective and locally driven humanitarian responses through a strengthened partnership and collaboration between DRC and ICRC on Branch Development, Rapid Response Mechanism and other common strategic priority areas.",0,"Denmark, Government of",Governments,DNK,2025,2028,,,,Danish Red Cross,Red Cross/Red Crescent Organizations,,,,,,2025,2028,financial,Parked,Traditional aid,outgoing,shared,commitment,2025-07-18,2025-06-24,Multiyear,0,DKK,6.4128,362555,24/06420,2025-09-25,2025-09-25
2025-09-25,,"The overall objective is to support ICRC country operations in humanitarian emergencies as well as maximizing effective and locally driven humanitarian responses through a strengthened partnership and collaboration between DRC and ICRC on Branch Development, Rapid Response Mechanism and other common strategic priority areas.",6266646,"Denmark, Government of",Governments,DNK,2026,2026,,,,Danish Red Cross,Red Cross/Red Crescent Organizations,,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,pledge,2025-07-18,,,40000000,DKK,6.383,362557,24/06420,2025-09-25,2025-09-25
2025-09-24,,"Danish contribution to the core activities of the Core Humanitarian Standard Alliance, since 2020",245665,"Denmark, Government of",Governments,DNK,2026,2026,,,,CHS Alliance,NGOs,,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,pledge,2025-04-11,,,1700000,DKK,6.92,362442,2020 - 21462,2025-09-24,2025-09-24
2025-09-24,2025,"The objective of the project is to contribute to the achievement of the Danish strategy “The World We Share”, including protection of the most vulnerable, effective access to protection and life-saving assistance as well as prevention and reduction of violence and conflict. 

Denmark's priority areas for cooperation with ICRC in 2025-2028 are as follows: 
1. Protection and delivery of essential services to people affected by conflict,
2. Promotion and compliance with IHL,
3. Synergies between humanitarian and development efforts/Sustainable Humanitarian Impact (HDP-nexus),
4. Climate and conflict,
5. Enhance organisational efficiency and effectiveness of the ICRC.

Monitoring of Danish priority areas is based on ICRC’s own reporting on its strategy. ICRC is an impartial, neutral and independent humanitarian organization working globally to protect and assist the victims of armed conflict and other situations of violence. See ICRC website at https://www.icrc.org.",376566,"Denmark, Government of",Governments,DNK,2025,2028,,,,International Committee of the Red Cross,Red Cross/Red Crescent Organizations,,,,,,2025,2028,financial,Parked,Traditional aid,outgoing,shared,commitment,2025-04-11,2025-03-28,Multiyear,0,DKK,6.85,362444,25/12697,2025-09-24,2025-09-24
2025-09-08,2025,"The overall objective is to strengthen the long-term reconstruction efforts in and around Mykolaiv through mine clearance, risk education, and capacity development of the Ukrainian civil society. This is done as an effort to reduce risk of harm through safer behaviour and land release.",2185651,"Denmark, Government of",Governments,DNK,2026,2026,Ukraine Humanitarian Needs and Response Plan 2026,HUKR26,1515,Danish Refugee Council,NGOs,Protection - Mine Action,UKR,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,paid,2025-08-11,2024-05-23,,14075592,DKK,6.85,360604,3	DRC-DMFA-24725-2026-MineAction-Traditional,2025-09-08,2026-01-12
2025-07-22,2026,"The overall objective is to support ICRC country operations in humanitarian emergencies as well as maximizing effective and locally driven humanitarian responses through a strengthened partnership and collaboration between DRC and ICRC on Branch Development, Rapid Response Mechanism and other common strategic priority areas.",6150062,"Denmark, Government of",Governments,DNK,2026,2026,,,,Danish Red Cross,Red Cross/Red Crescent Organizations,,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,pledge,2025-07-18,2025-06-24,,40000000,DKK,6.504,349444,XM-DAC-3-1-287084-37688    24/06420,2025-07-22,2025-12-26
2026-02-10,2026,Basque Agency for Development Cooperation Contribution to CERF 2026,119060,"Spain, Government of",Governments,ESP,2026,2026,,,,Central Emergency Response Fund,Pooled Funds,,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,paid,2026-02-13,2026-02-06,,100000,EUR,0.8399,376871,OCT/ESP/2026/77857/OCHA(CERF)/Unallocated/84998 Basque Agency 2026,2026-02-17,2026-02-17
2025-09-25,2025,"ICRC Emergency Appeal 2025 Palestine: Protection, health, prisoners",0,"Spain, Government of",Governments,ESP,2025,2026,,,,International Committee of the Red Cross,Red Cross/Red Crescent Organizations,,PSE,,,,2025,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2025-09-17,2025-06-25,Multiyear,0,EUR,0.872,362824,Z11/25/01/01900,2025-09-25,2025-09-26
2025-09-25,2025,"ICRC Emergency Appeal 2025 Palestine: Protection, health, prisoners",1146789,"Spain, Government of",Governments,ESP,2026,2026,,,,International Committee of the Red Cross,Red Cross/Red Crescent Organizations,Multi-sector,PSE,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-09-17,2025-06-25,,1000000,EUR,0.872,362826,Z11/25/01/01900,2025-09-25,2025-09-26
2025-09-25,2025,ICRC Emergency Appeal 2025 Syrian Arab Republic,-1,"Spain, Government of",Governments,ESP,2025,2026,,,,International Committee of the Red Cross,Red Cross/Red Crescent Organizations,,SYR,,,,2025,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2025-09-17,2025-06-25,Multiyear,0,EUR,0.872,362827,Z11/25/01/01900,2025-09-25,2025-09-26
2025-09-25,2025,ICRC Emergency Appeal 2025 Syrian Arab Republic,2006881,"Spain, Government of",Governments,ESP,2026,2026,,,,International Committee of the Red Cross,Red Cross/Red Crescent Organizations,Multi-sector,SYR,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-09-17,2025-06-25,,1750000,EUR,0.872,362829,Z11/25/01/01900,2025-09-25,2025-09-26
2025-09-25,2025,2025 Refugee and Resilience Plan in Mauritania (3RP Mauritania): Strengthening basic services and resilience of refugees in Hodh Chargui,1,"Spain, Government of",Governments,ESP,2025,2026,,,,United Nations High Commissioner for Refugees,Multilateral Organizations,,MRT,,,,2025,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2025-09-17,2025-06-23,Multiyear,0,EUR,0.872,362830,Z11/25/01/01700,2025-09-25,2025-09-26
2025-09-25,2025,2025 Refugee and Resilience Plan in Mauritania (3RP Mauritania): Strengthening basic services and resilience of refugees in Hodh Chargui,573394,"Spain, Government of",Governments,ESP,2026,2026,,,,United Nations High Commissioner for Refugees,Multilateral Organizations,Camp Coordination / Management,MRT,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-09-17,2025-06-23,,500000,EUR,0.872,362831,Z11/25/01/01700,2025-09-25,2025-09-26
2025-09-25,,PAHO Emergency Medical Teams (EMT) Initiative,293083,"Spain, Government of",Governments,ESP,2026,2026,,,,Pan-American Health Organization (World Health Organization),Multilateral Organizations,Health,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,paid,2025-09-17,2024-12-09,,250000,EUR,0.853,362853,Z11/24/01/02900,2025-09-25,2025-12-10
2025-09-25,2025,Strategic alliances for the localization of education in emergency situations,0,"Spain, Government of",Governments,ESP,2025,2026,,,,Norwegian Refugee Council,NGOs,,,,,,2025,2026,financial,Parked,Traditional aid,outgoing,shared,paid,2025-09-17,2025-07-10,Multiyear,0,EUR,0.854,362926,Z03/25/01/06100,2025-09-25,2025-12-10
2025-09-25,2025,Strategic alliances for the localization of education in emergency situations,117096,"Spain, Government of",Governments,ESP,2026,2026,,,,Norwegian Refugee Council,NGOs,Education,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-09-17,2025-07-10,,100000,EUR,0.854,362928,Z03/25/01/06100,2025-09-25,2025-12-10
2025-09-11,2024,Health/SRH,92583,"Spain, Government of",Governments,ESP,2026,2026,Venezuela Plan de Respuesta Humanitaria 2026,HVEN26,1517,United Nations Population Fund,Multilateral Organizations,Health,VEN,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,paid,2025-09-10,2024-09-17,Multiyear,88880,EUR,0.96,360674,2024/CLT/0001000068,2025-09-11,2026-01-12
2025-09-11,2024,GBV,185193,"Spain, Government of",Governments,ESP,2026,2026,Venezuela Plan de Respuesta Humanitaria 2026,HVEN26,1517,United Nations Population Fund,Multilateral Organizations,Protection - Gender-Based Violence,VEN,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,paid,2025-09-10,2024-09-17,Multiyear,177785,EUR,0.96,360676,2024/CLT/0001000068,2025-09-11,2026-01-12
2026-02-16,,MFA's core contribution to UNRWA,5988024,"Finland, Government of",Governments,FIN,2026,2026,,,,United Nations Relief and Works Agency for Palestine Refugees in the Near East,Multilateral Organizations,Emergency Shelter and NFI,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,paid,2025-05-20,,,5000000,EUR,0.835,357621,85301064,2026-02-16,2026-02-16
2026-02-16,,MFA's core contribution to UNHCR,8383234,"Finland, Government of",Governments,FIN,2026,2026,,,,United Nations High Commissioner for Refugees,Multilateral Organizations,Emergency Shelter and NFI,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,paid,2026-02-06,,,7000000,EUR,0.835,377086,89893362,2026-02-16,2026-02-16
2026-02-05,2026,"Projet de prévention et de traitement de la malnutrition aiguë sévère dans le Petit Nord-Kivu, en République démocratique du Congo,",2347418,"France, Government of",Governments,FRA,2026,2026,République Démocratique du Congo Besoins Humanitaires et Plan de Réponse 2026,HCOD26,1509,Action Contre la Faim - Action Against Hunger International,NGOs,Nutrition,COD,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,paid,2026-02-05,2025-11-20,,2000000,EUR,0.852,376107,E9G,2026-02-05,2026-02-05
2026-02-02,,"Strengthening access to safe drinking water for households vulnerable to climate change in the village of Lokitonyala, Kenya",8517,"France, Government of",Governments,FRA,2026,2026,,,,Agency for Technical Cooperation and Development,NGOs,Water Sanitation Hygiene,KEN,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,paid,2026-01-30,2025-06-10,,7500,EUR,0.8806,375893,24GGXOAY,2026-02-02,2026-02-02
2026-01-29,2025,Programme pays,1734104,"France, Government of",Governments,FRA,2026,2026,South Sudan Regional Refugee Response Plan 2025,RETHKENUGA25,1215,United Nations High Commissioner for Refugees,Multilateral Organizations,Protection,UGA,Uganda: United Nations High Commissioner for Refugees (Protection response),RETHKENUGA25-PRO-229753-1,,2025,2025,financial,Standard,Traditional aid,outgoing,single,paid,2025-01-13,2025-11-16,,1500000,EUR,0.865,375780,N/A,2026-01-29,2026-01-29
2026-02-17,,"Rohingya Humanitarian Crisis Joint Response Plan
Education; Health; Livelihoods and Skills Development; Nutrition; Protection; Shelter-CCCM; Water Sanitation and Hygiene
In support of the UNHCR's programmes for the Rohingya refugees in Bangladesh, as outlined in the RRNRP",22292,"United Kingdom, Government of",Governments,GBR,2026,2026,Rohingya Humanitarian Crisis Joint Response Plan 2026,RBGD26,1524,United Nations High Commissioner for Refugees,Multilateral Organizations,"Education,Emergency Shelter and NFI,Food Security,Health,Nutrition,Protection,Water Sanitation Hygiene",BGD,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,paid,2026-02-17,2025-06-13,,16496,GBP,0.74,379040,25-GOV-GB-003-01,2026-02-17,2026-02-17
2026-02-17,,"Rohingya Humanitarian Crisis Joint Response Plan
Protection
In support of the UNHCR's programmes for the Rohingya refugees in Bangladesh, as outlined in the RRNRP",697527,"United Kingdom, Government of",Governments,GBR,2026,2026,Rohingya Humanitarian Crisis Joint Response Plan 2026,RBGD26,1524,United Nations High Commissioner for Refugees,Multilateral Organizations,Protection,BGD,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,paid,2026-02-17,2025-06-13,,516170,GBP,0.74,379041,25-GOV-GB-003-01,2026-02-17,2026-02-17
